age,gender,total_purchases,avg_order_value,days_since_last_purchase,membership_level,used_voucher,satisfaction_score,will_return
22,Nữ,1,651000.0,4,Đồng,0,5,1
32,Nam,2,862000.0,1,Vàng,1,5,0
32,Nữ,9,870000.0,3,Vàng,1,1,1
25,Nam,1,923000.0,7,Vàng,1,5,1
23,Nữ,1,685000.0,1,Đồng,1,3,1
31,Nam,1,657000.0,3,Đồng,0,1,1
31,Nam,1,865000.0,7,Vàng,0,5,1
22,Nam,1,817000.0,3,Bạc,0,4,1
42,Nam,1,702000.0,8,Bạc,1,4,1
28,Nam,1,641000.0,2,Đồng,1,3,1
26,Nữ,2,772000.0,6,Bạc,1,2,0
20,Nam,2,707000.0,1,Đồng,1,3,0
22,Nam,2,690000.0,4,Đồng,1,3,0
21,Nam,2,869000.0,4,Bạc,1,5,0
23,Nam,2,675000.0,4,Bạc,1,5,0
25,Nữ,7,870000.0,8,Bạc,1,5,0
25,Nam,2,692000.0,1,Đồng,1,2,0
22,Nam,3,728000.0,1,Đồng,1,2,0
33,Nam,2,711000.0,3,Bạc,1,3,0
23,Nam,2,668000.0,2,Đồng,1,3,0
25,Nữ,16,1250000.0,9,Kim Cương,1,3,0
29,Nam,2,782000.0,1,Bạc,1,3,0
19,Nam,3,720000.0,3,Bạc,1,3,0
22,Nam,2,778000.0,1,Bạc,1,3,0
29,Nam,5,963000.0,3,Vàng,1,2,0
21,Nam,2,811000.0,3,Đồng,1,5,0
22,Nữ,2,779000.0,1,Bạc,1,2,0
27,Nam,2,764000.0,4,Bạc,1,3,0
22,Nam,2,969000.0,7,Bạc,1,3,0
37,Nữ,5,844000.0,4,Bạc,1,4,0
22,Nam,8,883000.0,8,Bạc,1,3,0
39,Nữ,16,925000.0,3,Vàng,1,2,0
25,Nam,2,754000.0,1,Đồng,1,3,0
21,Nữ,3,726000.0,3,Bạc,1,3,0
35,Nam,2,981000.0,4,Vàng,1,2,0
24,Nữ,2,879000.0,5,Bạc,1,5,0
30,Nam,2,843000.0,7,Vàng,1,4,1
42,Nam,5,789000.0,6,Đồng,1,3,1
38,Nam,2,760000.0,16,Đồng,1,4,1
24,Nữ,4,913000.0,3,Vàng,1,2,1
24,Nam,2,748000.0,10,Bạc,1,3,1
22,Nam,2,866000.0,1,Bạc,1,3,1
45,Nữ,2,822000.0,1,Bạc,1,4,1
34,Nam,2,927000.0,12,Vàng,1,2,1
29,Nữ,2,756000.0,3,Đồng,1,3,1
22,Nam,3,849000.0,3,Đồng,1,2,1
20,Nam,3,750000.0,3,Đồng,1,4,1
20,Nam,2,667000.0,3,Bạc,1,2,1
48,Nam,2,957000.0,3,Vàng,1,2,1
19,Nam,2,722000.0,2,Đồng,1,3,1
40,Nữ,5,1278000.0,5,Kim Cương,1,4,1
35,Nam,2,673000.0,9,Đồng,1,3,1
29,Nữ,8,896000.0,3,Vàng,1,2,1
32,Nữ,2,1023000.0,3,Vàng,1,2,1
25,Nam,2,812000.0,5,Bạc,1,3,1
20,Nam,2,753000.0,2,Bạc,1,4,1
23,Nữ,2,804000.0,1,Đồng,1,5,0
28,Nam,8,662000.0,3,Đồng,1,4,1
26,Nam,7,678000.0,11,Bạc,1,5,1
38,Nữ,2,740000.0,4,Bạc,1,5,1
47,Nữ,3,821000.0,3,Bạc,1,5,1
29,Nam,2,705000.0,3,Đồng,1,2,1
23,Nam,2,780000.0,1,Đồng,1,2,0
37,Nữ,16,1124000.0,3,Vàng,1,5,1
30,Nữ,3,668000.0,2,Đồng,1,2,1
25,Nữ,2,886000.0,3,Bạc,1,2,1
24,Nữ,2,714000.0,3,Đồng,1,4,1
25,Nữ,2,845000.0,3,Bạc,1,4,0
44,Nam,2,758000.0,3,Bạc,1,3,1
47,Nữ,2,722000.0,4,Bạc,1,5,1
25,Nữ,2,698000.0,7,Bạc,1,4,1
33,Nữ,10,1234000.0,10,Kim Cương,1,3,1
45,Nam,3,1224000.0,16,Kim Cương,1,4,1
26,Nam,2,976000.0,3,Vàng,1,3,1
38,Nữ,2,1124000.0,1,Kim Cương,1,4,1
39,Nam,12,1265000.0,10,Kim Cương,1,3,1
23,Nữ,2,728000.0,4,Đồng,1,4,1
22,Nam,2,799000.0,2,Bạc,1,3,0
32,Nam,3,692000.0,3,Đồng,1,2,1
36,Nam,12,1162000.0,9,Kim Cương,1,2,1
32,Nam,2,709000.0,8,Bạc,1,5,1
28,Nữ,2,722000.0,3,Bạc,1,4,1
39,Nữ,2,823000.0,3,Bạc,1,3,1
34,Nam,2,835000.0,1,Vàng,1,3,1
30,Nam,2,885000.0,8,Vàng,1,2,1
21,Nam,3,838000.0,1,Bạc,1,5,1
38,Nam,2,858000.0,8,Vàng,1,2,1
30,Nam,3,792000.0,1,Bạc,1,3,1
37,Nam,4,728000.0,8,Bạc,1,2,1
26,Nam,2,914000.0,1,Vàng,1,5,0
20,Nữ,2,989000.0,10,Vàng,1,2,0
23,Nam,3,729000.0,3,Đồng,1,4,1
29,Nữ,2,679000.0,8,Đồng,1,2,1
34,Nam,2,781000.0,3,Bạc,1,2,1
37,Nam,2,956000.0,3,Vàng,1,5,1
23,Nam,10,913000.0,3,Vàng,1,2,0
21,Nam,6,1016000.0,3,Vàng,1,3,1
20,Nữ,2,944000.0,3,Vàng,1,3,1
39,Nam,2,1055000.0,8,Vàng,1,4,1
23,Nữ,2,665000.0,5,Bạc,1,5,0
32,Nữ,2,1120000.0,1,Kim Cương,1,2,1
22,Nữ,2,854000.0,2,Vàng,1,5,0
20,Nam,2,691000.0,6,Đồng,1,3,0
37,Nữ,13,879000.0,3,Vàng,1,2,1
41,Nữ,2,815000.0,6,Bạc,1,5,1
29,Nam,4,844000.0,8,Bạc,1,4,1
27,Nữ,2,814000.0,2,Bạc,1,4,1
30,Nam,2,1015000.0,8,Vàng,1,2,1
31,Nam,6,934000.0,3,Vàng,1,3,1
26,Nam,2,734000.0,5,Bạc,1,3,1
46,Nam,2,740000.0,1,Đồng,1,2,1
30,Nam,6,350000.0,9,Đồng,1,2,1
24,Nữ,5,878000.0,2,Vàng,1,2,1
32,Nữ,2,906000.0,3,Vàng,1,3,1
25,Nam,2,686000.0,2,Đồng,1,2,0
41,Nữ,3,743000.0,3,Bạc,1,2,1
35,Nam,12,1240000.0,16,Kim Cương,1,2,1
47,Nam,3,743000.0,3,Đồng,1,3,1
41,Nữ,2,1250000.0,7,Kim Cương,1,2,1
23,Nam,2,688000.0,5,Đồng,1,2,0
34,Nữ,2,1259000.0,10,Kim Cương,1,2,1
22,Nữ,2,802000.0,8,Bạc,1,5,0
44,Nam,16,1235000.0,13,Kim Cương,1,3,1
23,Nữ,2,706000.0,3,Bạc,1,4,1
23,Nam,2,744000.0,3,Bạc,1,3,0
30,Nữ,2,696000.0,3,Đồng,1,3,1
27,Nam,3,828000.0,3,Bạc,1,2,1
31,Nam,2,753000.0,1,Bạc,1,5,1
33,Nam,5,776000.0,8,Bạc,1,2,1
38,Nam,2,1239000.0,8,Kim Cương,1,2,1
25,Nam,3,1033000.0,3,Kim Cương,1,3,1
28,Nữ,2,703000.0,3,Bạc,1,2,1
29,Nam,6,801000.0,10,Bạc,1,5,1
31,Nữ,2,750000.0,3,Bạc,1,5,1
35,Nam,2,876000.0,3,Vàng,1,3,1
23,Nam,2,902000.0,3,Vàng,1,3,0
31,Nữ,2,1140000.0,9,Vàng,1,3,1
26,Nam,2,775000.0,6,Đồng,1,2,1
34,Nữ,2,819000.0,3,Vàng,1,5,1
23,Nam,2,847000.0,3,Vàng,1,2,1
25,Nữ,2,752000.0,3,Bạc,1,3,1
32,Nữ,8,663000.0,9,Bạc,1,5,1
30,Nam,4,1247000.0,10,Kim Cương,1,3,1
41,Nam,2,667000.0,1,Bạc,1,2,1
23,Nam,2,691000.0,5,Bạc,1,4,0
26,Nam,2,804000.0,4,Bạc,1,4,1
33,Nam,8,853000.0,6,Bạc,1,2,1
27,Nam,2,680000.0,5,Đồng,1,5,1
38,Nữ,8,1165000.0,8,Kim Cương,1,4,1
23,Nam,2,692000.0,1,Bạc,1,3,0
26,Nam,2,913000.0,1,Vàng,1,4,1
24,Nam,8,909000.0,9,Bạc,1,2,1
24,Nam,2,723000.0,6,Bạc,1,5,1
33,Nam,2,1057000.0,11,Kim Cương,1,2,1
30,Nam,11,683000.0,12,Bạc,1,2,1
45,Nam,5,1234000.0,14,Kim Cương,1,5,1
31,Nam,2,974000.0,10,Vàng,1,4,0
24,Nam,2,826000.0,5,Đồng,1,2,1
29,Nam,2,833000.0,2,Vàng,1,2,1
23,Nam,2,773000.0,1,Bạc,1,3,1
27,Nữ,2,1120000.0,3,Kim Cương,1,2,1
23,Nữ,2,1069000.0,3,Vàng,1,4,1
31,Nữ,8,954000.0,8,Bạc,1,5,1
23,Nữ,2,920000.0,5,Vàng,1,4,1
41,Nam,2,1238000.0,7,Kim Cương,1,4,1
44,Nam,2,1188000.0,4,Kim Cương,1,3,1
35,Nam,12,947000.0,7,Bạc,1,3,1
26,Nam,2,831000.0,10,Bạc,1,2,1
47,Nam,2,873000.0,9,Bạc,1,2,1
21,Nam,4,762000.0,4,Bạc,1,5,1
26,Nữ,6,663000.0,8,Đồng,1,2,1
28,Nam,2,846000.0,1,Bạc,1,3,0
35,Nam,2,809000.0,3,Bạc,1,2,1
22,Nam,2,686000.0,3,Đồng,1,4,0
21,Nữ,2,836000.0,3,Bạc,1,2,1
38,Nữ,2,1222000.0,3,Kim Cương,1,5,1
29,Nam,8,739000.0,8,Bạc,1,4,1
25,Nữ,3,669000.0,3,Bạc,1,4,1
22,Nam,8,781000.0,5,Bạc,1,2,0
29,Nam,2,669000.0,3,Đồng,1,2,1
34,Nữ,2,1058000.0,9,Kim Cương,1,4,1
23,Nam,2,655000.0,1,Đồng,1,3,0
26,Nam,7,897000.0,10,Vàng,1,4,1
26,Nam,2,803000.0,1,Bạc,1,2,1
42,Nam,2,860000.0,3,Bạc,1,4,1
32,Nam,2,1212000.0,5,Kim Cương,1,4,1
21,Nữ,2,633000.0,1,Đồng,1,3,1
22,Nam,2,881000.0,8,Bạc,1,5,1
23,Nam,8,802000.0,8,Vàng,1,2,1
34,Nam,4,978000.0,3,Vàng,1,2,1
30,Nữ,2,822000.0,9,Bạc,1,4,1
26,Nam,5,800000.0,9,Bạc,1,3,1
31,Nữ,2,1056000.0,2,Vàng,1,4,1
48,Nam,2,791000.0,3,Bạc,1,3,1
23,Nam,2,749000.0,4,Bạc,1,2,1
26,Nam,2,800000.0,1,Vàng,1,5,1
36,Nam,10,852000.0,12,Bạc,1,5,1
26,Nam,3,771000.0,3,Bạc,1,2,1
25,Nữ,2,960000.0,9,Vàng,1,4,1
31,Nam,12,1171000.0,11,Kim Cương,1,5,1
34,Nữ,2,779000.0,8,Đồng,1,2,1
40,Nữ,2,1042000.0,8,Kim Cương,1,3,1
38,Nam,8,798000.0,8,Bạc,1,4,0
24,Nữ,2,674000.0,3,Đồng,1,4,1
26,Nữ,12,747000.0,10,Bạc,1,4,1
23,Nam,2,723000.0,5,Bạc,1,3,1
25,Nam,2,837000.0,8,Vàng,1,2,1
27,Nữ,2,817000.0,8,Bạc,1,2,1
19,Nam,3,721000.0,3,Bạc,1,2,0
26,Nữ,2,795000.0,10,Bạc,1,2,1
25,Nữ,9,1061000.0,3,Vàng,1,3,1
32,Nam,14,1242000.0,4,Kim Cương,1,2,1
22,Nữ,2,853000.0,1,Bạc,1,3,0
28,Nam,2,775000.0,2,Bạc,1,2,1
38,Nam,2,1211000.0,2,Kim Cương,1,3,1
37,Nữ,2,748000.0,1,Bạc,1,3,1
22,Nam,2,813000.0,5,Vàng,1,4,1
45,Nữ,2,751000.0,4,Bạc,1,3,1
34,Nữ,2,975000.0,3,Vàng,1,5,1
35,Nam,10,743000.0,9,Bạc,1,2,1
32,Nam,2,984000.0,3,Vàng,1,2,1
23,Nam,2,648000.0,8,Đồng,1,5,0
25,Nam,3,797000.0,3,Bạc,1,2,1
25,Nữ,2,806000.0,3,Bạc,1,3,1
24,Nữ,2,884000.0,8,Vàng,1,4,1
28,Nam,2,858000.0,5,Vàng,1,2,1
31,Nam,2,993000.0,10,Vàng,1,2,1
26,Nữ,5,854000.0,11,Vàng,1,2,1
20,Nữ,2,890000.0,8,Vàng,1,4,1
26,Nam,2,869000.0,14,Vàng,1,4,1
21,Nam,2,688000.0,3,Bạc,1,2,1
33,Nam,2,833000.0,3,Bạc,1,4,1
40,Nam,2,795000.0,1,Bạc,1,3,1
35,Nữ,2,1137000.0,1,Kim Cương,1,2,1
25,Nam,2,774000.0,3,Bạc,1,3,1
33,Nam,2,666000.0,1,Bạc,1,3,1
28,Nữ,2,686000.0,8,Đồng,1,4,1
40,Nữ,2,1130000.0,1,Vàng,1,3,1
31,Nam,7,801000.0,8,Bạc,1,5,1
23,Nữ,3,747000.0,3,Bạc,1,3,1
21,Nam,8,839000.0,8,Bạc,1,3,1
34,Nam,2,977000.0,1,Vàng,1,2,1
22,Nữ,2,650000.0,3,Đồng,1,4,0
30,Nữ,2,853000.0,1,Vàng,1,2,1
30,Nam,2,890000.0,3,Vàng,1,2,1
48,Nam,2,796000.0,3,Vàng,1,3,1
30,Nữ,2,681000.0,8,Đồng,1,3,1
21,Nam,3,859000.0,3,Bạc,1,2,1
23,Nữ,2,701000.0,1,Bạc,1,3,0
34,Nữ,2,825000.0,4,Bạc,1,5,1
38,Nữ,2,793000.0,1,Bạc,1,3,1
25,Nam,8,984000.0,3,Vàng,1,4,0
42,Nam,2,976000.0,3,Vàng,1,2,1
27,Nam,2,799000.0,1,Vàng,1,3,0
23,Nam,3,740000.0,3,Bạc,1,4,1
23,Nữ,2,727000.0,1,Bạc,1,4,0
24,Nam,2,725000.0,3,Đồng,1,2,1
27,Nam,2,909000.0,1,Vàng,1,4,1
26,Nam,2,702000.0,5,Bạc,1,4,1
22,Nam,2,823000.0,8,Bạc,1,2,1
38,Nam,2,919000.0,1,Bạc,1,3,1
40,Nữ,2,738000.0,8,Bạc,1,2,1
26,Nữ,3,691000.0,3,Đồng,1,3,1
22,Nam,2,780000.0,5,Bạc,1,2,0
45,Nữ,2,1143000.0,3,Kim Cương,1,2,1
22,Nữ,2,731000.0,4,Bạc,1,3,1
25,Nam,2,764000.0,1,Đồng,1,4,1
21,Nam,2,844000.0,5,Bạc,1,5,0
25,Nữ,2,682000.0,3,Đồng,1,4,1
28,Nam,10,853000.0,1,Vàng,1,3,1
23,Nam,2,833000.0,1,Đồng,1,2,0
32,Nữ,13,692000.0,18,Bạc,1,5,1
31,Nữ,2,778000.0,4,Bạc,1,4,1
35,Nữ,2,737000.0,3,Đồng,1,5,1
32,Nam,2,729000.0,2,Bạc,1,4,1
33,Nam,4,1039000.0,10,Kim Cương,1,4,1
35,Nữ,2,855000.0,1,Bạc,1,3,1
43,Nam,2,1246000.0,3,Kim Cương,1,5,1
27,Nữ,2,849000.0,3,Vàng,1,3,1
23,Nữ,4,733000.0,13,Bạc,1,5,1
37,Nam,2,787000.0,3,Đồng,1,2,1
38,Nữ,2,770000.0,3,Bạc,1,3,1
26,Nữ,2,724000.0,4,Bạc,1,2,1
29,Nữ,11,782000.0,8,Bạc,1,3,1
25,Nam,4,666000.0,3,Đồng,1,5,1
32,Nam,2,1239000.0,7,Kim Cương,1,3,1
46,Nữ,2,1003000.0,8,Vàng,1,5,1
25,Nữ,5,790000.0,5,Vàng,1,3,1
34,Nam,2,924000.0,8,Vàng,1,5,1
25,Nam,2,741000.0,9,Bạc,1,5,1
22,Nam,2,739000.0,3,Bạc,1,5,0
44,Nam,2,880000.0,5,Vàng,1,3,1
35,Nam,2,815000.0,3,Bạc,1,2,1
43,Nữ,2,1140000.0,5,Kim Cương,1,2,1
32,Nữ,2,726000.0,3,Bạc,1,3,1
25,Nữ,2,910000.0,3,Bạc,1,2,1
46,Nữ,12,1251000.0,11,Kim Cương,1,5,1
40,Nữ,2,779000.0,9,Bạc,1,3,1
34,Nữ,2,725000.0,5,Bạc,1,2,1
25,Nữ,2,757000.0,5,Bạc,1,4,0
22,Nữ,2,730000.0,1,Đồng,1,3,0
31,Nam,2,814000.0,1,Đồng,1,2,1
30,Nữ,2,1202000.0,13,Kim Cương,1,3,1
22,Nữ,2,837000.0,3,Bạc,1,2,1
23,Nam,2,707000.0,5,Đồng,1,2,1
24,Nam,2,1067000.0,8,Vàng,1,3,1
23,Nữ,2,736000.0,2,Đồng,1,4,0
26,Nam,2,677000.0,1,Đồng,1,2,0
26,Nữ,8,849000.0,9,Vàng,1,5,1
46,Nam,2,1047000.0,1,Kim Cương,1,2,1
41,Nam,16,1170000.0,8,Kim Cương,1,3,1
27,Nữ,7,707000.0,8,Đồng,1,2,1
46,Nữ,14,1029000.0,3,Vàng,1,5,1
38,Nữ,2,772000.0,5,Bạc,1,2,1
36,Nam,2,1197000.0,2,Kim Cương,1,3,1
29,Nam,5,775000.0,4,Bạc,1,3,1
45,Nữ,2,701000.0,1,Bạc,1,3,1
29,Nam,6,684000.0,8,Bạc,1,3,1
38,Nữ,2,990000.0,3,Vàng,1,2,1
23,Nam,2,1131000.0,9,Vàng,1,4,1
23,Nam,8,1031000.0,8,Kim Cương,1,3,0
19,Nam,2,719000.0,4,Bạc,1,2,0
23,Nam,2,720000.0,3,Bạc,1,4,1
28,Nam,2,839000.0,1,Vàng,1,3,1
22,Nam,2,909000.0,3,Vàng,1,3,0
24,Nữ,2,958000.0,3,Vàng,1,5,0
34,Nam,3,737000.0,1,Đồng,1,3,1
31,Nam,10,944000.0,3,Vàng,1,2,1
22,Nam,2,780000.0,3,Bạc,1,3,0
40,Nữ,7,755000.0,8,Bạc,1,2,1
46,Nữ,8,1164000.0,8,Kim Cương,1,4,1
31,Nam,2,824000.0,11,Vàng,1,2,1
26,Nam,7,731000.0,10,Bạc,1,3,1
36,Nữ,2,1064000.0,14,Vàng,1,3,1
33,Nữ,2,700000.0,8,Bạc,1,3,1
28,Nam,2,821000.0,6,Vàng,1,2,1
32,Nam,6,967000.0,9,Vàng,1,5,1
38,Nam,4,854000.0,8,Bạc,1,4,1
23,Nữ,2,668000.0,1,Bạc,1,3,0
25,Nam,2,731000.0,3,Bạc,1,2,1
27,Nữ,2,1218000.0,6,Kim Cương,1,3,1
21,Nam,2,1100000.0,2,Vàng,1,2,1
21,Nam,2,685000.0,1,Đồng,1,4,0
31,Nam,2,990000.0,2,Vàng,1,5,1
36,Nữ,2,888000.0,8,Vàng,1,3,1
21,Nam,2,733000.0,1,Bạc,1,3,1
31,Nữ,2,810000.0,4,Bạc,1,3,1
28,Nam,6,766000.0,8,Bạc,1,2,1
21,Nam,2,760000.0,1,Đồng,1,2,0
29,Nữ,2,910000.0,3,Vàng,1,2,1
34,Nữ,2,917000.0,3,Vàng,1,3,1
36,Nữ,12,1186000.0,9,Kim Cương,1,5,1
32,Nam,8,893000.0,3,Vàng,1,4,1
40,Nam,7,773000.0,10,Bạc,1,5,1
25,Nam,2,746000.0,3,Bạc,1,3,0
23,Nam,3,687000.0,2,Đồng,1,2,1
35,Nữ,2,1014000.0,3,Vàng,1,3,1
30,Nữ,5,801000.0,4,Vàng,1,4,1
38,Nam,2,1249000.0,10,Kim Cương,1,3,1
22,Nam,2,667000.0,5,Bạc,1,2,1
22,Nam,2,916000.0,5,Vàng,1,4,1
20,Nam,2,798000.0,1,Đồng,1,4,1
40,Nam,11,1207000.0,8,Kim Cương,1,4,1
24,Nam,2,647000.0,7,Đồng,1,3,1
19,Nữ,2,747000.0,3,Bạc,1,3,0
20,Nam,2,750000.0,1,Đồng,1,5,0
27,Nam,2,726000.0,4,Bạc,1,2,1
20,Nam,2,805000.0,3,Bạc,1,5,0
29,Nam,2,743000.0,3,Bạc,1,2,1
22,Nam,6,920000.0,8,Bạc,1,2,1
23,Nữ,2,665000.0,4,Đồng,1,3,1
29,Nam,2,887000.0,3,Vàng,1,3,1
20,Nữ,2,701000.0,1,Bạc,1,4,1
34,Nữ,3,741000.0,3,Bạc,1,2,1
37,Nam,2,1157000.0,1,Kim Cương,1,2,1
30,Nữ,2,754000.0,1,Bạc,1,5,1
38,Nam,5,792000.0,8,Bạc,1,3,1
38,Nữ,2,1073000.0,3,Kim Cương,1,5,1
36,Nữ,2,772000.0,3,Bạc,1,3,1
27,Nữ,2,768000.0,7,Đồng,1,3,1
23,Nam,2,677000.0,3,Bạc,1,5,0
23,Nam,2,690000.0,3,Bạc,1,3,1
36,Nam,2,1249000.0,2,Kim Cương,1,2,1
25,Nam,3,804000.0,3,Bạc,1,3,1
28,Nam,2,822000.0,3,Vàng,1,3,1
27,Nữ,2,797000.0,6,Vàng,1,2,1
27,Nữ,2,782000.0,1,Đồng,1,3,1
44,Nữ,9,983000.0,11,Vàng,1,5,1
27,Nam,9,681000.0,9,Bạc,1,2,1
27,Nữ,2,762000.0,1,Bạc,1,5,0
23,Nữ,2,695000.0,3,Bạc,1,2,1
29,Nam,8,942000.0,3,Vàng,1,3,1
23,Nữ,2,803000.0,3,Bạc,1,3,1
30,Nam,12,823000.0,9,Vàng,1,2,1
27,Nam,5,1007000.0,8,Vàng,1,2,1
44,Nam,2,983000.0,2,Vàng,1,4,1
32,Nam,2,863000.0,3,Vàng,1,4,1
20,Nam,2,675000.0,2,Đồng,1,2,1
22,Nam,2,612000.0,2,Đồng,1,3,0
21,Nam,10,687000.0,8,Bạc,1,5,0
30,Nam,2,726000.0,1,Đồng,1,3,1
23,Nam,2,745000.0,3,Bạc,1,5,1
23,Nam,2,900000.0,3,Bạc,1,4,1
33,Nữ,2,844000.0,6,Bạc,1,2,1
23,Nam,3,772000.0,9,Bạc,1,2,1
40,Nam,3,855000.0,3,Vàng,1,4,1
20,Nữ,2,864000.0,5,Bạc,1,2,1
33,Nam,2,820000.0,1,Bạc,1,2,1
44,Nam,4,683000.0,9,Bạc,1,3,1
26,Nữ,8,901000.0,3,Vàng,1,4,1
23,Nữ,3,771000.0,1,Bạc,1,3,0
33,Nữ,12,726000.0,11,Bạc,1,3,1
28,Nam,2,768000.0,9,Bạc,1,2,1
33,Nam,2,842000.0,4,Vàng,1,3,0
30,Nữ,2,854000.0,9,Vàng,1,2,1
22,Nữ,2,817000.0,8,Vàng,1,5,1
29,Nữ,2,997000.0,8,Vàng,1,2,1
40,Nam,2,754000.0,8,Bạc,1,5,1
32,Nam,2,1065000.0,3,Vàng,1,5,1
42,Nam,2,1174000.0,4,Kim Cương,1,3,1
34,Nam,13,1238000.0,7,Kim Cương,1,2,1
45,Nam,3,798000.0,3,Bạc,1,5,1
22,Nam,2,1011000.0,3,Vàng,1,5,1
34,Nam,3,1239000.0,11,Kim Cương,1,3,1
40,Nam,3,764000.0,3,Bạc,1,4,1
23,Nữ,4,681000.0,8,Đồng,1,4,0
28,Nữ,2,1000000.0,6,Vàng,1,5,1
32,Nữ,2,877000.0,1,Vàng,1,3,1
35,Nam,2,744000.0,5,Bạc,1,3,1
39,Nữ,12,1036000.0,14,Kim Cương,1,3,1
26,Nam,8,930000.0,8,Bạc,1,2,1
23,Nam,2,665000.0,1,Bạc,1,3,1
26,Nam,3,683000.0,3,Bạc,1,3,0
37,Nam,3,903000.0,3,Vàng,1,2,1
27,Nữ,5,777000.0,4,Bạc,1,3,1
21,Nam,2,705000.0,3,Đồng,1,5,1
32,Nữ,4,844000.0,7,Vàng,1,4,1
44,Nam,2,935000.0,2,Vàng,1,2,1
30,Nữ,3,790000.0,4,Đồng,1,2,1
23,Nữ,2,918000.0,8,Vàng,1,5,1
22,Nam,3,699000.0,3,Đồng,1,4,1
45,Nam,3,748000.0,3,Đồng,1,2,1
31,Nữ,2,743000.0,1,Bạc,1,5,1
27,Nam,5,810000.0,8,Bạc,1,2,1
30,Nam,2,708000.0,2,Bạc,1,3,1
26,Nữ,2,789000.0,1,Bạc,1,5,1
39,Nam,2,1164000.0,17,Kim Cương,1,5,1
22,Nam,8,696000.0,9,Bạc,1,2,0
20,Nữ,2,958000.0,5,Bạc,1,2,1
39,Nam,4,822000.0,2,Vàng,1,3,1
24,Nam,2,797000.0,3,Bạc,1,3,1
30,Nữ,2,800000.0,4,Vàng,1,3,0
29,Nam,2,946000.0,5,Vàng,1,2,1
36,Nam,2,1245000.0,5,Kim Cương,1,5,0
31,Nam,2,883000.0,10,Vàng,1,5,1
41,Nam,2,821000.0,3,Bạc,1,2,1
22,Nữ,3,765000.0,1,Bạc,1,2,1
26,Nữ,2,734000.0,2,Bạc,1,3,1
24,Nam,2,840000.0,3,Bạc,1,5,0
28,Nữ,2,760000.0,4,Bạc,1,2,1
45,Nữ,2,756000.0,5,Bạc,1,5,1
19,Nam,2,839000.0,2,Bạc,1,2,1
30,Nữ,5,699000.0,4,Bạc,1,5,1
31,Nữ,5,786000.0,13,Bạc,1,5,1
26,Nữ,2,720000.0,4,Bạc,1,5,1
25,Nữ,2,737000.0,3,Đồng,1,2,1
26,Nam,2,853000.0,3,Bạc,1,3,1
30,Nữ,4,911000.0,8,Bạc,1,4,1
27,Nữ,2,878000.0,3,Vàng,1,5,1
35,Nam,15,1215000.0,10,Kim Cương,1,2,1
26,Nam,2,781000.0,1,Đồng,1,5,0
25,Nam,2,666000.0,1,Bạc,1,4,1
43,Nữ,2,816000.0,5,Bạc,1,3,1
41,Nam,2,1189000.0,4,Kim Cương,1,3,1
21,Nữ,2,654000.0,1,Đồng,1,5,0
27,Nam,2,954000.0,8,Vàng,1,3,1
23,Nữ,2,810000.0,3,Bạc,1,5,0
38,Nữ,4,1161000.0,1,Kim Cương,1,2,1
32,Nữ,2,807000.0,6,Bạc,1,4,1
25,Nam,2,861000.0,8,Bạc,1,3,1
37,Nam,14,1241000.0,9,Kim Cương,1,4,0
27,Nữ,3,690000.0,3,Đồng,1,3,1
36,Nữ,2,804000.0,3,Bạc,1,2,1
22,Nam,3,810000.0,2,Bạc,1,3,0
31,Nam,2,679000.0,5,Đồng,1,4,1
26,Nữ,7,792000.0,9,Bạc,1,3,1
33,Nam,2,788000.0,1,Bạc,1,3,1
27,Nữ,2,995000.0,1,Vàng,1,2,1
35,Nữ,2,698000.0,1,Đồng,1,3,1
36,Nam,8,752000.0,9,Bạc,1,4,1
33,Nam,2,841000.0,3,Vàng,1,5,1
27,Nữ,2,737000.0,4,Đồng,1,2,1
33,Nữ,8,930000.0,8,Vàng,1,2,0
38,Nam,8,820000.0,4,Bạc,1,2,0
33,Nam,2,1174000.0,1,Kim Cương,1,5,1
22,Nam,2,1065000.0,9,Vàng,1,2,1
30,Nam,2,1057000.0,3,Vàng,1,3,1
19,Nữ,8,868000.0,6,Bạc,1,4,1
26,Nam,2,820000.0,3,Bạc,1,2,1
25,Nữ,2,701000.0,8,Đồng,1,3,0
23,Nam,2,635000.0,1,Đồng,1,2,1
42,Nữ,5,1147000.0,18,Kim Cương,1,3,1
34,Nam,3,785000.0,4,Bạc,1,4,1
20,Nam,2,720000.0,2,Bạc,1,5,1
23,Nam,2,874000.0,9,Bạc,1,5,1
29,Nữ,2,662000.0,2,Đồng,1,5,1
30,Nam,5,823000.0,12,Bạc,1,2,1
25,Nam,2,721000.0,4,Bạc,1,2,1
25,Nam,2,715000.0,4,Bạc,1,2,1
45,Nữ,2,1035000.0,5,Vàng,1,2,1
36,Nam,2,939000.0,3,Vàng,1,5,1
27,Nữ,2,761000.0,4,Bạc,1,3,1
44,Nữ,2,1187000.0,1,Kim Cương,1,2,1
29,Nam,2,903000.0,1,Vàng,1,3,1
24,Nam,2,768000.0,5,Bạc,1,2,1
22,Nam,3,898000.0,3,Bạc,1,2,1
37,Nam,2,865000.0,3,Bạc,1,2,1
35,Nam,3,705000.0,3,Đồng,1,2,1
33,Nam,2,805000.0,4,Đồng,1,5,1
21,Nam,2,819000.0,4,Bạc,1,5,1
